begin,AFKS,AFLT,ALRS,BSPB,CBOM,CHMF,ENPG,FLOT,GAZP,HYDR,IRAO,LKOH,MAGN,MOEX,MSNG,MTLR,MTSS,NLMK,NVTK,PHOR,PIKK,PLZL,POSI,RENI,ROSN,RTKM,RUAL,SBER,SBERP,SELG,SNGS,SNGSP,TATN,TATNP,TRNFP,UPRO,VTBR
2024-04-16,24.54,49.57,76.39,336.63,7.71,1831.2,490.6,137.6,164.38,0.7382,4.251,7897.0,57.8,228.96,3.534,277.09,319.8,228.38,1292.8,6730.0,882.4,1446.9,2979.4,105.92,589.1,99.29,40.485,308.29,308.59,79.66,32.94,68.39,728.2,727.7,1614.5,2.241,118.575
2024-04-17,25.556,49.16,75.87,331.06,7.571,1860.0,487.2,136.05,164.62,0.7381,4.248,7886.0,57.28,228.76,3.505,274.09,317.85,226.5,1283.8,6702.0,859.6,1413.05,2944.0,105.56,584.35,98.35,40.655,306.59,306.65,75.61,32.26,67.81,722.6,719.0,1614.5,2.195,118.60000000000002
2024-04-18,25.346,48.66,75.5,329.76,7.57,1863.6,496.0,135.36,165.4,0.7375,4.273,7840.0,56.73,228.46,3.51,272.71,316.7,227.54,1279.2,6802.0,869.7,1423.5,2979.4,105.7,579.15,99.43,41.355,307.99,307.92,76.58,32.9,68.685,715.3,714.3,1603.5,2.181,119.125
2024-04-19,26.088,49.61,76.2,333.87,7.467,1864.4,485.0,137.04,167.03,0.7343,4.26,7835.5,56.495,227.94,3.5075,274.2,318.2,226.2,1276.2,6754.0,871.0,1425.35,2962.0,107.1,585.35,99.44,41.16,307.38,308.19,76.29,34.24,68.63,716.4,719.1,1613.0,2.162,119.47500000000001
2024-04-22,26.84,50.28,77.32,329.15,7.658,1879.0,489.8,135.89,166.77,0.7361,4.3155,7827.5,56.91,227.47,3.478,272.63,319.85,227.12,1264.4,6780.0,874.0,1386.1,2944.0,106.0,583.15,98.06,41.59,314.99,315.72,74.46,34.96,68.515,711.4,715.5,1614.5,2.23,120.475
2024-04-23,26.289,49.62,76.25,326.96,7.495,1856.6,481.2,133.51,163.7,0.7219,4.25,7840.0,55.82,225.18,3.492,270.1,311.0,228.58,1249.8,6702.0,857.0,1360.0,2855.0,104.62,580.85,95.81,41.89,307.39,308.88,74.05,33.435,67.14,719.6,722.3,1607.0,2.171,118.37500000000001
2024-04-24,25.906,49.73,75.94,339.92,7.54,1864.0,477.4,133.13,162.86,0.7241,4.243,7820.5,56.3,224.83,3.4635,271.98,309.15,228.86,1251.4,6680.0,863.4,1331.1,2835.0,104.0,576.3,95.68,42.305,307.94,308.61,74.08,33.02,66.825,717.6,720.5,1599.0,2.163,116.975
2024-04-25,25.878,50.09,76.51,337.51,7.548,1873.0,489.0,135.44,163.35,0.7225,4.24,7827.5,56.54,227.31,3.448,268.33,309.4,228.7,1239.6,6660.0,858.2,1359.2,2932.0,107.36,579.8,97.78,43.375,308.41,309.5,75.35,33.355,66.875,722.2,721.6,1596.5,2.168,118.05
2024-04-26,25.674,52.2,76.29,334.29,7.438,1871.2,484.0,134.71,162.46,0.7233,4.2525,7929.5,56.765,230.0,3.4125,267.9,310.05,232.02,1236.6,6603.0,847.7,1378.45,2975.4,105.7,581.3,97.3,43.355,309.0,310.19,74.54,33.405,66.5,718.8,717.9,1600.5,2.218,117.64999999999999
2024-04-27,25.785,51.46,76.71,336.33,7.429,1887.6,479.4,133.3,164.06,0.721,4.247,8002.5,54.715,232.09,3.4,264.44,312.4,232.9,1229.0,6610.0,857.4,1371.25,2955.0,107.14,581.2,97.35,43.84,308.98,309.6,74.39,34.47,67.185,720.5,719.9,1598.0,2.202,116.52499999999999
2024-04-29,26.105,51.96,76.79,339.11,7.478,1931.0,484.0,134.27,164.03,0.7258,4.2835,8152.0,55.155,234.99,3.353,257.22,311.5,239.12,1228.6,6601.0,848.0,1357.75,2977.0,107.04,583.15,96.9,43.815,308.97,309.51,75.3,35.485,67.81,720.6,720.8,1599.0,2.211,117.475
2024-04-30,25.745,51.59,77.4,341.89,7.454,1927.6,480.8,133.76,163.22,0.7274,4.2775,8085.5,54.97,236.2,3.3455,252.57,309.95,241.74,1235.2,6610.0,861.0,1322.6,3038.8,108.06,582.0,96.76,43.53,308.24,308.87,74.19,35.005,67.415,718.3,718.2,1597.5,2.195,116.825
2024-05-02,25.456,50.66,78.49,341.07,7.42,1904.2,469.75,133.05,157.75,0.7238,4.2735,8104.5,55.37,235.07,3.3385,244.0,309.85,242.0,1231.0,6633.0,850.0,1330.1,2987.4,108.5,582.3,95.79,42.45,307.37,307.96,72.25,34.91,67.3,719.7,719.3,1599.5,2.165,116.125
2024-05-03,25.714,50.25,77.63,336.4,7.409,1915.4,464.2,133.97,155.2,0.7256,4.2795,8075.5,55.64,235.21,3.296,244.24,308.85,242.16,1231.6,6610.0,841.3,1320.25,2984.8,109.0,582.3,95.62,42.79,307.53,307.7,73.57,35.2,67.68,718.4,716.9,1597.0,2.161,114.97500000000001
2024-05-06,25.539,49.68,77.12,313.77,7.35,1898.0,457.7,133.07,153.64,0.7215,4.371,8026.5,54.85,229.36,3.3005,245.96,308.1,239.98,1221.4,6551.0,837.6,1363.5,2970.6,106.34,579.05,96.99,42.295,306.01,306.23,73.5,35.845,67.85,715.1,714.5,1592.5,2.159,115.0
2024-05-07,25.875,49.57,77.12,329.01,7.327,1919.2,464.6,133.92,154.16,0.7241,4.3825,7722.5,54.69,232.73,3.305,245.99,308.45,245.96,1239.2,6540.0,849.0,1351.5,2989.6,107.52,579.95,96.36,42.255,308.22,308.27,74.39,36.49,68.2,718.0,715.2,1644.0,2.234,115.2
2024-05-08,26.704,50.23,78.11,327.29,7.346,1928.2,469.5,134.57,154.22,0.7257,4.409,7714.0,55.06,230.91,3.292,245.68,310.7,248.26,1227.2,6534.0,840.9,1348.9,2989.0,107.46,578.5,96.66,42.85,311.21,311.28,74.13,36.36,68.3,721.8,721.2,1636.0,2.209,115.22500000000001
2024-05-10,26.92,50.85,78.37,327.24,7.36,1960.0,476.55,135.99,154.58,0.7262,4.527,7713.5,55.34,233.18,3.3175,256.25,312.15,250.98,1229.2,6535.0,843.5,1391.0,3009.2,106.24,579.4,96.84,42.5,313.49,313.57,76.76,36.96,69.02,728.9,725.6,1636.0,2.221,115.40000000000002
2024-05-13,27.038,52.11,79.58,332.1,7.382,1976.2,478.05,137.02,157.9,0.7366,4.4725,7689.0,57.67,231.72,3.3545,252.46,313.1,252.3,1239.8,6511.0,835.4,1395.0,3084.8,106.78,589.45,96.34,42.41,314.85,315.09,75.72,35.99,70.49,729.8,728.0,1643.0,2.204,115.5
2024-05-14,27.999,54.19,79.23,332.8,7.472,1967.2,483.75,136.17,156.16,0.7336,4.465,7672.0,58.465,232.55,3.435,249.32,312.1,252.14,1227.2,6545.0,838.5,1390.5,3084.0,108.3,589.8,95.72,42.795,318.12,318.18,75.78,35.435,70.05,731.2,726.1,1671.5,2.189,115.3
2024-05-15,28.98,56.75,79.7,339.73,7.71,1970.6,485.5,136.22,156.97,0.7318,4.393,7655.5,57.95,232.7,3.4265,251.64,313.05,252.9,1222.8,6554.0,833.5,1433.5,3057.4,108.0,599.2,96.24,44.515,319.7,319.66,77.01,33.82,72.375,739.7,736.3,1667.5,2.153,116.025
2024-05-16,29.338,55.92,80.82,346.26,7.639,1972.6,476.0,136.29,157.88,0.734,4.387,7715.0,58.235,236.59,3.454,249.95,312.6,251.98,1224.8,6543.0,835.9,1417.0,3074.4,109.88,592.6,102.12,43.255,322.91,322.82,75.8,34.06,72.425,751.9,747.7,1675.5,2.17,115.94999999999999
2024-05-17,29.14,58.0,80.92,351.77,7.451,1970.2,479.7,135.81,155.17,0.735,4.3835,7854.5,58.895,237.95,3.472,248.68,311.3,252.0,1221.0,6618.0,873.0,1435.55,3076.2,111.12,591.95,107.87,44.195,323.16,323.37,76.0,33.275,72.125,746.5,743.0,1679.0,2.117,115.37499999999999
2024-05-20,28.602,58.17,81.45,359.99,7.147,1951.4,466.8,133.89,145.03,0.7203,4.3735,7834.5,58.435,236.51,3.354,241.84,309.7,250.7,1195.4,6612.0,845.4,1449.8,3047.8,112.96,591.9,104.41,42.995,321.08,321.14,79.0,33.15,71.755,733.4,732.2,1666.0,2.049,112.875
2024-05-21,29.829,58.94,81.3,374.8,7.201,1968.4,463.6,132.4,139.54,0.7197,4.361,7848.0,59.49,238.06,3.3375,243.69,308.0,252.8,1176.0,6503.0,829.8,1446.7,3077.0,112.0,594.6,103.42,44.16,320.64,320.84,77.09,32.97,71.8,734.2,728.7,1665.0,2.06,112.45
2024-05-22,29.527,58.01,80.73,366.21,7.222,2006.0,458.0,131.35,139.25,0.7223,4.351,7820.0,59.295,237.53,3.414,238.11,307.55,254.16,1184.4,6357.0,844.4,1391.55,3103.6,110.76,596.85,106.8,43.92,322.93,322.78,74.34,32.88,71.995,745.8,739.2,1703.5,2.072,112.5
2024-05-23,28.764,57.71,81.21,370.52,7.228,1997.6,463.25,132.24,134.69,0.722,4.37,7841.5,59.9,237.0,3.423,234.52,306.45,256.3,1164.8,6182.0,863.0,1393.85,3135.0,109.0,593.15,106.4,45.07,323.54,323.71,73.87,32.79,71.61,743.4,737.0,1692.0,2.077,112.6
2024-05-24,27.655,58.13,80.05,368.6,7.18,1990.8,446.95,132.8,133.34,0.6989,4.309,7720.0,58.93,237.0,3.335,227.0,304.1,255.44,1120.4,6266.0,869.1,1377.0,3053.6,106.2,585.1,105.37,44.21,321.0,321.58,71.29,31.74,70.705,732.1,723.3,1663.0,2.028,110.05
2024-05-27,26.091,55.08,79.29,357.34,7.0,1942.6,451.75,131.28,128.42,0.6845,4.2915,7541.5,57.05,236.93,3.207,216.06,301.5,219.22,1130.8,6231.0,845.0,1337.1,2951.2,104.02,578.25,100.84,43.465,317.09,317.78,70.89,30.17,69.725,713.0,706.1,1645.0,1.955,105.10000000000001
2024-05-28,26.359,55.82,80.17,364.88,7.045,1887.6,447.65,131.15,128.47,0.6765,4.26,7590.0,56.59,239.69,3.1905,220.0,300.85,211.08,1113.2,6008.0,866.5,1308.5,2989.2,104.16,573.0,100.4,43.89,318.22,319.06,70.03,30.16,69.83,710.8,705.9,1649.5,1.983,104.27499999999999
2024-05-29,26.26,56.4,79.97,359.12,7.264,1928.2,460.35,131.33,128.89,0.6794,4.284,7684.0,58.295,245.6,3.179,227.8,299.05,214.16,1117.8,6077.0,879.7,1280.9,2997.6,104.32,575.65,97.07,45.175,320.38,320.58,70.76,30.64,70.52,715.2,712.0,1669.0,2.002,105.05000000000003
2024-05-30,24.47,56.22,78.9,349.38,7.024,1848.6,442.9,127.21,124.93,0.6477,4.182,7567.0,57.055,244.14,3.1765,223.3,292.95,205.52,1085.0,6032.0,861.1,1256.0,2883.0,103.94,566.4,94.12,43.855,316.63,317.43,68.97,29.49,69.66,702.8,696.0,1644.0,1.974,101.05
2024-05-31,24.538,55.23,74.98,340.89,7.037,1778.0,433.65,123.99,126.46,0.6317,4.0595,7355.5,55.455,239.66,3.05,215.73,282.95,195.96,1084.0,5934.0,838.0,1228.0,2822.4,100.32,556.65,91.71,42.915,313.11,312.99,65.53,28.58,68.455,688.5,680.8,1589.0,1.915,98.825
2024-06-03,25.186,53.68,74.17,348.0,7.002,1840.2,428.2,125.82,124.14,0.6424,3.794,7252.0,56.47,239.67,2.981,217.44,286.9,193.56,1073.6,5910.0,834.8,1255.65,2850.2,97.92,562.95,92.55,42.1,310.95,310.56,65.2,28.43,68.415,685.5,675.9,1622.0,1.91,99.425
2024-06-04,25.769,57.0,74.71,363.86,6.903,1841.0,430.35,128.0,125.1,0.6579,3.864,7426.0,56.595,249.54,2.987,217.66,296.7,191.54,1076.4,5940.0,842.8,1231.95,3003.6,102.38,568.95,94.71,42.47,316.49,316.16,65.7,28.865,69.365,694.0,684.0,1629.0,1.964,101.84999999999998
2024-06-05,25.247,56.7,74.69,355.19,6.76,1833.8,431.15,124.89,124.02,0.6528,3.813,7412.5,56.0,248.99,2.968,227.99,293.15,192.52,1057.8,5836.0,830.6,1246.0,2974.4,103.78,562.2,92.8,42.095,314.72,315.0,68.42,28.64,68.835,691.6,680.1,1602.0,1.962,100.35000000000001
2024-06-06,25.215,56.39,73.65,353.69,6.82,1826.8,433.2,126.42,123.6,0.6547,3.823,7398.0,55.91,249.19,2.977,228.1,293.1,192.62,1038.4,5854.0,833.3,1259.85,2970.8,102.34,566.3,92.95,42.52,313.08,313.79,69.51,28.79,69.04,692.9,680.5,1618.0,1.935,100.14999999999998
2024-06-07,26.979,58.51,74.53,371.14,7.095,1841.4,441.05,128.88,122.78,0.6487,3.8035,7489.0,56.68,248.37,3.05,229.0,295.9,196.46,1034.4,6006.0,854.4,1236.75,3111.6,105.68,571.65,94.82,42.22,319.9,320.01,70.22,29.83,69.58,695.7,681.8,1653.5,1.977,101.99999999999999
2024-06-10,26.191,57.8,73.71,370.33,6.896,1852.6,455.55,127.32,119.0,0.6407,3.844,7315.0,55.06,247.41,2.9465,226.8,289.95,190.54,1026.0,5894.0,836.7,1209.95,3010.0,102.0,563.25,92.82,41.71,317.28,317.92,71.05,29.12,68.545,686.3,676.6,1635.0,2.001,101.7
2024-06-11,26.24,58.94,74.82,364.0,6.875,1832.2,451.3,125.0,117.53,0.6457,3.8895,7290.0,55.005,251.94,2.976,221.9,288.25,187.2,1078.0,5724.0,824.5,1205.25,3028.2,101.36,562.85,90.01,42.205,317.8,318.22,71.37,29.07,67.94,693.2,680.0,1637.0,1.978,99.10000000000001
2024-06-13,26.233,59.32,74.0,368.9,7.045,1837.4,448.5,122.78,119.63,0.6445,3.8315,7178.5,55.01,249.46,2.981,227.04,290.9,189.12,1047.0,5830.0,856.1,1202.95,3046.6,101.46,555.5,92.82,43.81,317.71,318.18,70.19,29.06,67.605,678.0,665.4,1627.5,1.981,100.82500000000002
2024-06-14,26.524,62.82,73.87,373.8,7.03,1836.4,450.5,124.18,121.65,0.65,3.927,7368.0,55.845,240.1,3.027,228.73,292.8,191.42,1089.6,5960.0,859.1,1233.15,3074.0,104.0,565.1,92.96,44.11,319.35,319.97,69.26,29.125,68.01,695.3,682.4,1642.0,2.017,100.6
2024-06-17,25.84,61.96,72.5,375.25,6.965,1821.2,443.05,121.54,121.54,0.6632,3.8905,7203.0,54.93,235.5,3.0165,226.53,289.8,188.5,1065.0,5846.0,855.4,1207.8,3094.2,103.04,566.7,89.99,43.065,317.65,318.2,68.94,28.945,68.985,688.3,676.8,1636.0,2.0,101.975
2024-06-18,24.13,61.6,70.96,362.57,6.81,1555.6,432.85,120.14,118.02,0.6491,3.823,7036.0,53.93,230.1,2.94,223.48,286.65,181.66,1033.2,5844.0,848.0,1186.15,2987.0,99.8,554.45,87.21,42.0,314.34,315.1,66.84,27.85,66.67,679.8,667.3,1611.0,1.924,99.375
2024-06-19,24.048,62.03,69.49,361.76,6.783,1504.8,420.0,115.96,113.85,0.6358,3.82,6885.0,52.155,229.81,2.896,217.92,284.0,175.62,1056.0,5721.0,866.7,1133.3,2985.0,99.52,536.0,87.36,41.825,310.7,310.74,65.5,27.04,62.71,657.2,636.1,1587.0,1.901,96.22500000000002
2024-06-20,24.58,64.4,72.04,367.38,7.268,1579.2,447.6,120.0,115.92,0.6706,3.9355,7112.5,54.38,231.21,3.1275,225.78,290.0,180.94,1054.8,6094.0,921.0,1189.8,3066.6,99.54,555.0,89.25,42.92,314.15,314.12,70.39,28.33,65.06,688.0,666.4,1540.5,1.939,97.925
2024-06-21,24.15,63.97,71.3,363.6,7.394,1575.8,440.45,122.26,115.4,0.6666,3.8925,7084.0,53.855,225.0,3.14,223.98,286.0,177.78,1040.0,6030.0,955.5,1185.95,3044.2,99.74,550.05,93.5,42.38,314.14,315.11,69.75,27.82,64.29,688.2,666.9,1551.0,1.937,97.30000000000001
2024-06-24,23.672,63.32,71.56,371.21,7.745,1547.6,424.35,118.03,113.67,0.6696,3.919,7051.5,53.725,220.19,3.164,221.6,289.2,174.32,1043.2,5945.0,938.5,1172.2,3051.0,96.46,547.45,93.45,42.11,317.25,317.8,66.86,27.765,63.71,681.1,662.2,1559.5,1.914,97.725
2024-06-25,23.736,62.45,72.45,379.74,7.608,1555.6,430.65,118.54,114.97,0.6696,3.959,7204.0,55.115,226.19,3.2125,223.38,292.5,180.98,1056.4,5940.0,940.4,1175.9,3027.2,94.4,558.5,91.93,42.845,319.8,320.0,65.2,28.17,65.145,694.4,676.1,1582.0,1.919,102.35000000000001
2024-06-26,23.82,64.2,71.3,387.68,7.549,1542.0,428.65,120.88,117.0,0.6683,3.951,7275.0,54.49,228.28,3.186,224.29,290.5,177.78,1056.4,5873.0,915.0,1189.2,3010.0,99.0,561.2,92.75,42.36,324.55,324.37,64.9,27.97,65.435,701.5,688.5,1592.5,1.92,108.25
2024-06-27,23.422,63.07,71.05,387.3,7.771,1549.4,427.15,119.39,115.65,0.6658,3.9345,7227.0,55.1,228.3,3.1335,218.01,292.0,176.82,1048.4,5856.0,904.5,1210.9,3039.2,97.1,559.8,91.03,42.175,327.16,327.7,65.08,27.93,66.255,702.7,682.9,1593.5,1.929,106.30000000000001
2024-06-28,23.749,62.72,70.83,385.97,7.692,1549.8,426.8,121.25,115.94,0.6721,3.925,7211.0,55.24,229.1,3.1355,218.2,290.9,176.92,1091.8,5869.0,899.9,1209.8,3063.0,98.16,565.25,91.0,42.285,327.15,327.93,62.23,29.48,67.175,699.9,683.4,1621.5,1.916,105.69999999999999
2024-07-01,23.869,61.2,72.24,382.92,7.562,1577.2,429.85,123.44,121.4,0.6622,3.933,7326.0,55.635,232.2,3.114,218.49,296.45,181.0,1097.0,5856.0,878.9,1218.5,3031.6,97.5,576.9,90.0,42.76,327.1,328.34,62.4,30.22,67.945,710.9,690.5,1625.5,1.931,106.55
2024-07-02,24.3,61.21,71.3,385.48,7.59,1569.8,430.0,123.14,126.2,0.661,4.007,7309.5,55.085,238.3,3.1005,217.45,295.2,179.8,1134.6,5999.0,881.0,1247.0,3117.4,98.12,573.0,89.27,42.7,328.37,329.4,61.08,30.05,68.57,710.4,691.3,1615.5,1.926,105.05000000000003
2024-07-03,23.521,60.91,70.42,378.32,7.599,1562.8,423.6,124.8,124.96,0.6503,3.936,7230.5,54.26,234.65,3.087,211.39,292.2,176.3,1101.4,6012.0,855.1,1235.05,3093.2,97.42,573.9,87.01,42.2,328.2,328.4,59.2,29.835,67.46,704.1,685.2,1605.0,1.913,101.82500000000002
2024-07-04,22.825,59.04,69.87,373.4,7.564,1522.2,417.4,121.96,122.17,0.6457,3.8675,7109.5,53.705,235.79,3.0325,207.69,288.55,173.86,1088.2,5923.0,840.9,1214.0,3049.8,96.96,561.35,85.41,42.035,324.66,324.83,57.15,28.94,65.96,699.1,676.7,1581.5,1.915,102.525
2024-07-05,22.979,58.45,70.04,375.01,7.237,1529.6,417.15,122.91,126.74,0.6382,3.8735,7201.0,53.835,235.7,3.0595,215.13,289.9,174.38,1096.6,5908.0,849.9,1241.65,3071.0,94.54,555.85,84.32,42.185,325.0,325.0,57.5,28.945,66.495,692.1,667.2,1577.5,1.899,101.35
2024-07-08,22.713,56.45,68.89,368.6,7.015,1523.2,409.4,121.89,127.74,0.633,3.8785,7097.0,53.845,232.22,3.067,209.62,289.75,174.52,1082.6,5998.0,830.3,1220.75,2983.0,92.18,560.1,85.96,41.54,324.07,324.36,53.9,28.31,65.265,695.3,673.9,1577.0,1.88,99.65
2024-07-09,22.545,53.78,68.05,365.95,6.793,1451.4,399.15,117.66,124.05,0.6112,3.828,6941.0,52.145,228.21,2.7985,197.48,280.2,167.16,1062.2,5885.0,832.5,1189.0,2877.0,89.86,524.6,85.39,41.15,319.99,319.92,51.39,28.085,62.72,660.5,639.1,1502.5,1.794,100.84437500000001
2024-07-10,21.555,52.33,65.15,349.8,6.797,1393.6,382.7,111.19,117.81,0.597,3.67,6689.0,49.585,221.84,2.594,181.99,264.7,159.8,1013.0,5595.0,823.9,1140.85,2829.4,86.0,502.5,80.2,39.0,316.68,316.78,51.59,27.35,61.3,635.1,613.0,1411.0,1.727,100.744375
2024-07-11,22.596,56.73,66.58,367.91,6.934,1474.6,390.9,115.21,121.75,0.6177,3.7795,6969.5,52.42,229.75,2.6415,193.75,276.4,169.36,1045.8,5657.0,853.9,1220.75,2969.2,88.22,526.7,84.12,40.4,295.87,296.0,55.92,28.485,64.12,650.4,635.0,1473.5,1.786,100.2225
2024-07-12,22.649,55.4,64.47,356.45,6.894,1471.6,389.0,116.56,119.65,0.6051,3.75,6908.0,52.26,227.88,2.546,188.2,270.45,169.82,1024.8,5546.0,867.0,1230.0,3047.8,92.14,527.4,84.81,39.245,292.21,292.22,54.37,28.17,63.575,653.9,639.7,1463.0,1.754,99.77875
2024-07-15,22.147,54.18,62.14,345.99,6.706,1422.0,378.95,113.4,119.28,0.5822,3.6985,6827.0,50.495,225.45,2.5465,180.93,260.6,163.02,1003.8,5411.0,854.2,1195.9,2929.6,90.0,508.0,81.98,37.435,284.38,284.56,53.5,27.315,62.44,643.8,626.7,1449.0,1.755,92.95
2024-07-16,21.917,55.11,62.4,350.05,6.685,1448.0,385.65,111.32,124.74,0.5865,3.745,6881.0,51.665,226.19,2.5715,177.97,220.85,164.66,1021.6,5580.0,861.8,1253.95,2981.8,87.56,516.9,83.75,38.295,285.25,285.2,55.68,27.375,62.54,648.5,637.4,1443.0,1.764,95.32
2024-07-17,21.288,54.51,61.48,347.88,6.669,1413.4,378.6,111.05,124.46,0.5881,3.731,6814.0,51.1,227.66,2.4805,177.35,222.7,163.66,1034.6,5449.0,862.0,1280.15,2959.8,87.9,510.45,86.81,37.705,284.68,284.87,56.7,27.835,60.03,650.2,632.3,1437.0,1.756,93.72
2024-07-18,21.804,56.28,63.11,358.6,6.788,1471.8,388.6,113.4,129.81,0.5995,3.816,6931.5,52.79,228.72,2.53,184.75,229.0,166.74,1074.0,5496.0,866.0,1274.55,3036.2,89.86,517.25,88.08,38.6,289.83,289.89,59.23,27.855,49.27,661.7,639.6,1323.5,1.799,95.89
2024-07-19,22.286,56.29,62.8,365.8,6.799,1502.8,388.3,111.9,130.88,0.6007,3.81,6913.0,53.835,232.97,2.57,185.85,238.25,169.96,1085.8,5546.0,871.6,1271.3,3080.6,92.58,524.15,87.53,38.2,289.9,290.29,59.41,28.2,50.72,662.7,643.2,1380.0,1.821,96.33
2024-07-22,22.627,58.17,64.0,366.61,6.78,1460.0,398.8,109.34,131.61,0.6112,3.8355,7008.0,53.625,235.77,2.5475,186.47,239.5,170.04,1102.4,5769.0,859.1,1290.8,2997.6,91.1,531.85,86.08,38.775,294.71,295.09,59.01,28.99,50.135,663.2,651.1,1375.0,1.849,99.75
2024-07-23,22.615,57.12,63.67,362.69,6.809,1465.0,402.85,107.12,134.07,0.6101,3.851,6973.0,53.605,231.85,2.624,183.67,239.95,169.06,1086.6,5809.0,855.3,1302.8,3028.8,91.3,530.55,86.4,38.295,294.39,293.99,59.61,28.825,49.765,663.6,651.4,1373.0,1.838,100.75
2024-07-24,23.558,57.46,63.82,372.44,6.813,1448.0,410.0,108.93,136.73,0.6111,3.864,6939.5,53.8,232.32,2.705,186.21,239.85,170.92,1085.8,5758.0,846.2,1295.95,2993.0,91.42,532.25,86.45,37.975,295.69,295.3,59.19,29.43,50.725,667.5,655.0,1410.5,1.85,99.9
2024-07-25,23.471,58.06,63.19,387.09,6.778,1449.0,406.1,108.39,135.1,0.6104,3.869,6902.5,53.05,232.16,2.6765,187.67,237.8,172.98,1090.4,5758.0,845.4,1275.3,3029.2,90.0,532.45,87.67,37.61,296.37,296.26,58.34,28.79,51.69,657.6,651.5,1401.5,1.839,99.2
2024-07-26,21.651,55.47,61.35,382.07,6.725,1443.6,391.25,105.69,135.0,0.6014,3.81,6890.0,52.25,239.36,2.617,177.41,230.8,169.9,1067.2,5700.0,799.0,1260.55,2980.4,88.78,521.4,84.49,35.945,293.3,293.39,57.2,28.085,50.875,650.3,643.2,1388.0,1.819,96.73
2024-07-29,20.37,51.99,59.92,365.35,6.457,1406.2,385.85,102.98,130.99,0.5913,3.7305,6727.5,51.5,234.94,2.485,170.34,225.1,163.02,1020.8,5526.0,763.0,1228.3,2862.2,85.0,503.2,82.49,34.54,286.58,286.24,56.02,27.13,49.16,646.7,635.6,1355.5,1.766,93.4
2024-07-30,21.065,53.98,60.68,371.98,6.513,1421.0,390.9,106.57,132.4,0.5945,3.7955,6805.5,51.5,233.12,2.5,172.19,227.35,165.94,1048.6,5555.0,747.2,1272.5,2910.0,86.0,513.95,83.22,34.56,290.0,289.45,57.4,27.73,49.745,641.6,634.0,1373.0,1.803,99.09
2024-07-31,21.36,55.0,60.98,377.04,6.798,1423.4,393.2,105.6,133.31,0.6064,3.859,6759.5,50.845,231.71,2.551,173.0,229.95,165.9,1043.6,5618.0,761.0,1292.95,2954.0,88.9,515.95,83.09,34.805,289.3,289.2,58.69,27.89,49.55,638.8,625.7,1390.0,1.813,97.82
2024-08-01,20.819,53.72,60.58,375.35,6.72,1411.0,387.75,105.81,132.05,0.6003,3.8,6687.0,50.41,229.6,2.545,167.52,226.45,164.42,1029.0,5580.0,754.7,1285.0,2923.2,90.06,506.4,82.41,34.5,287.21,286.98,57.01,27.55,49.195,630.9,618.6,1377.5,1.781,98.13
2024-08-02,20.929,53.78,60.24,370.18,6.705,1405.6,384.1,105.2,131.45,0.6008,3.77,6591.0,50.345,230.25,2.527,164.92,225.0,165.82,1018.4,5580.0,754.1,1260.7,2922.0,87.5,504.8,81.11,34.325,286.04,285.89,57.25,26.955,47.44,622.9,607.7,1368.5,1.777,97.69
2024-08-05,19.679,52.38,59.19,363.6,6.698,1373.4,367.5,103.34,127.25,0.5874,3.6905,6417.5,48.705,223.13,2.5175,150.86,220.3,158.06,1005.2,5505.0,748.9,1229.7,2870.8,85.56,493.9,78.89,33.37,275.49,276.0,55.66,26.225,46.97,608.8,594.4,1344.0,1.747,95.36
2024-08-06,19.928,52.05,60.2,364.27,6.839,1372.4,373.05,104.03,128.7,0.5903,3.71,6447.0,49.495,225.76,2.55,149.94,222.25,160.42,1010.2,5442.0,757.5,1237.9,2883.0,89.0,496.15,78.74,33.745,279.4,279.07,55.74,26.225,47.12,607.1,594.2,1354.0,1.764,96.21
2024-08-07,20.4,51.29,61.06,364.8,6.89,1390.0,371.65,105.5,129.84,0.5953,3.724,6505.0,49.56,226.63,2.5755,156.72,223.5,161.72,1012.0,5452.0,778.1,1232.6,2955.0,94.06,508.45,81.91,34.795,282.2,281.87,56.22,26.325,47.16,623.6,612.9,1374.5,1.787,98.35
2024-08-08,19.929,50.39,60.61,362.7,6.722,1377.6,365.45,104.52,128.14,0.5868,3.711,6410.5,48.805,227.29,2.526,152.75,223.2,160.04,1018.0,5399.0,769.1,1236.85,2908.2,92.6,503.2,80.5,34.75,281.09,279.94,55.71,26.165,46.355,613.8,600.6,1365.0,1.788,96.85
2024-08-09,20.044,51.09,60.95,362.56,6.71,1383.6,365.3,104.58,128.64,0.5925,3.729,6408.5,49.51,226.56,2.5515,151.48,222.55,160.14,1015.0,5416.0,784.9,1230.5,2930.8,92.96,505.7,82.9,34.425,281.44,280.0,55.66,26.04,46.395,610.0,597.9,1368.5,1.812,97.09
2024-08-12,20.148,51.14,59.5,362.03,6.775,1391.4,367.0,103.58,128.71,0.5948,3.7945,6448.5,50.06,228.43,2.5715,154.48,222.55,162.52,1035.0,5345.0,795.5,1273.15,2907.0,92.76,501.7,82.57,34.745,280.74,279.62,56.32,26.09,47.45,604.5,598.9,1371.5,1.893,98.03
