begin,AFKS,AFLT,ALRS,BSPB,CBOM,CHMF,ENPG,FLOT,GAZP,HYDR,IRAO,LKOH,MAGN,MOEX,MSNG,MTLR,MTSS,NLMK,NVTK,PHOR,PIKK,PLZL,POSI,RENI,ROSN,RTKM,RUAL,SBER,SBERP,SELG,SNGS,SNGSP,TATN,TATNP,TRNFP,UPRO,VTBR
2022-01-03,24.517,60.7,123.27,84.18,7.041,1619.8,918.0,76.2,353.73,0.7493,4.385,6683.0,70.835,156.46,2.1405,127.5,304.65,218.68,1774.4,5936.0,1155.7,1296.45,849.4,98.81,610.95,86.22,73.755,305.47,289.74,57.98,39.6,38.87,515.4,472.1,1599.0,2.624,247.25
2022-01-04,24.708,63.3,123.82,87.1,7.102,1603.4,915.5,76.18,352.55,0.7577,4.4135,6728.0,71.4,155.95,2.095,127.2,304.95,218.4,1788.6,5910.0,1171.0,1299.6,844.0,98.0,613.5,86.05,74.15,304.24,289.01,58.19,40.175,39.715,515.4,473.8,1601.0,2.645,248.5
2022-01-05,23.593,60.98,117.71,86.11,7.036,1575.2,896.0,76.4,335.0,0.7341,4.234,6522.0,69.175,148.24,2.134,124.73,298.3,213.62,1707.8,5697.0,1150.0,1255.15,838.0,96.95,590.3,83.71,73.65,287.01,274.8,57.74,38.75,39.075,492.6,453.0,1565.0,2.631,236.79999999999998
2022-01-06,24.2,62.96,119.33,85.05,6.99,1584.0,930.0,76.92,346.13,0.7477,4.2475,6699.0,71.17,149.02,2.1355,122.4,299.2,213.82,1749.0,5735.0,1142.3,1231.5,830.0,94.03,601.6,84.24,74.54,293.92,279.05,56.44,39.125,38.9,496.4,459.0,1600.0,2.617,242.22500000000002
2022-01-10,23.861,63.02,117.48,83.65,6.98,1554.6,946.5,75.59,344.0,0.7437,4.294,6775.0,70.4,145.3,2.1575,126.39,295.85,212.32,1758.6,5761.0,1210.1,1225.15,784.0,93.01,602.0,83.64,76.3,291.69,277.8,55.02,39.29,38.955,499.8,460.0,1571.0,2.612,244.75
2022-01-11,24.13,63.2,121.71,84.82,7.126,1572.4,958.5,76.26,343.74,0.7521,4.3895,6816.0,69.96,150.03,2.2345,126.95,296.2,217.28,1779.8,5811.0,1254.0,1238.1,779.6,94.0,613.6,83.83,76.9,291.88,278.15,57.09,40.315,39.0,508.2,466.4,1560.5,2.614,251.29999999999998
2022-01-12,24.16,62.44,120.11,87.9,7.265,1591.2,965.5,77.0,347.43,0.7516,4.3795,6960.0,67.89,151.38,2.228,130.41,296.45,220.58,1807.4,5824.0,1263.0,1238.6,800.0,93.0,627.7,85.12,78.25,290.4,276.0,57.0,40.83,38.91,511.2,469.1,1572.0,2.597,250.55
2022-01-13,22.982,60.16,118.48,83.12,7.129,1570.4,942.0,75.6,337.6,0.7314,4.294,6665.0,67.38,147.65,2.22,125.0,291.65,219.02,1744.2,5797.0,1229.9,1223.3,775.4,91.2,603.3,81.9,75.8,272.5,263.95,55.56,38.435,38.47,496.3,453.9,1538.0,2.591,235.37500000000003
2022-01-14,22.542,59.86,118.61,80.68,7.01,1551.8,922.0,73.08,335.76,0.7326,4.296,6659.0,66.0,144.27,2.1455,121.27,289.65,214.0,1726.0,5771.0,1223.8,1192.9,788.8,89.22,605.5,78.72,74.0,261.0,252.64,55.63,38.39,38.59,498.1,452.7,1559.5,2.544,232.05
2022-01-17,22.159,58.98,117.15,79.86,6.951,1514.8,915.5,72.72,327.81,0.7293,4.2065,6516.0,64.5,139.32,2.165,115.44,281.7,211.5,1641.8,5825.0,1217.0,1160.7,781.8,82.75,592.55,78.53,73.735,257.78,250.65,54.24,38.01,38.34,495.7,451.9,1534.5,2.574,232.50000000000003
2022-01-18,21.47,55.46,108.33,77.28,6.557,1460.4,868.0,70.07,301.11,0.7005,4.007,6250.0,60.49,132.0,2.115,110.09,272.95,205.7,1579.6,5679.0,1174.7,1143.9,743.0,76.0,544.8,76.05,70.045,234.7,228.61,51.52,36.58,37.295,474.0,433.8,1545.0,2.505,218.175
2022-01-19,22.071,56.62,109.41,79.74,6.896,1480.6,911.5,72.0,318.36,0.7173,4.1515,6494.0,62.915,138.64,2.1295,119.24,274.8,210.22,1593.6,5725.0,1128.4,1194.95,754.8,73.53,566.9,76.57,73.6,244.86,238.5,53.22,36.39,37.465,490.7,449.0,1517.0,2.499,226.375
2022-01-20,21.872,57.2,110.84,81.4,7.063,1482.8,905.0,72.46,310.42,0.7138,4.129,6430.0,62.0,144.0,2.114,118.23,274.4,209.76,1588.4,5652.0,1119.3,1193.0,757.0,75.02,561.7,76.14,74.005,254.61,244.0,54.1,36.2,37.495,478.8,439.1,1510.0,2.499,227.075
2022-01-21,21.45,56.56,107.0,81.06,7.027,1480.0,903.0,71.3,311.6,0.7098,4.0425,6420.0,62.185,145.98,2.081,114.55,273.45,206.88,1592.8,5399.0,1071.5,1231.0,731.4,70.5,564.8,74.8,73.55,246.9,239.12,53.0,35.595,37.145,474.2,433.9,1482.0,2.489,219.675
2022-01-24,19.941,52.22,102.63,73.85,6.706,1416.0,879.5,68.87,294.59,0.7017,3.85,6293.0,58.425,143.33,1.9585,101.69,272.95,196.44,1538.0,5330.0,1039.6,1227.4,643.0,66.03,546.9,73.25,69.935,236.97,230.63,50.6,34.595,36.375,459.2,414.7,1436.0,2.392,205.9
2022-01-25,19.81,52.4,107.26,73.32,6.73,1423.8,882.5,72.42,302.96,0.7174,3.897,6543.0,56.65,142.84,2.0945,101.42,279.45,198.34,1590.0,5415.0,961.1,1210.9,616.0,65.38,548.4,75.0,70.215,239.59,231.6,51.19,35.0,36.545,479.4,418.8,1463.5,2.406,212.675
2022-01-26,19.476,52.64,103.81,74.83,6.829,1428.0,871.0,69.81,299.6,0.7,3.8105,6525.5,56.195,141.22,2.036,106.41,277.9,202.02,1523.4,5357.0,890.0,1190.0,618.0,65.23,532.75,72.99,70.75,236.9,230.14,50.1,34.24,36.815,468.0,414.0,1424.0,2.41,206.45
2022-01-27,20.267,55.02,107.0,75.8,7.083,1467.6,908.0,70.51,325.25,0.7417,3.865,6811.5,59.1,144.91,2.069,109.77,278.45,208.56,1611.8,5445.0,906.8,1179.75,700.0,67.95,563.2,73.51,72.64,254.29,243.53,49.1,35.375,37.05,484.9,431.9,1465.5,2.446,215.5
2022-01-28,19.992,55.54,110.59,77.61,7.192,1475.6,899.0,71.9,329.58,0.7295,3.862,6775.0,60.355,144.4,2.0875,108.65,285.55,210.72,1591.4,5480.0,910.8,1180.95,728.0,66.0,566.5,73.0,72.09,257.82,246.9,49.26,35.735,37.3,503.6,447.8,1463.0,2.426,216.97500000000002
2022-01-31,20.501,57.32,113.8,78.6,7.203,1511.0,907.5,72.24,334.8,0.7359,3.8975,6878.0,61.65,145.05,2.112,115.97,287.4,213.34,1637.2,5481.0,971.5,1223.0,714.0,69.5,576.95,75.06,72.42,269.42,255.53,49.6,36.53,37.405,499.7,453.5,1481.0,2.412,218.9
2022-02-01,20.595,57.12,114.98,80.69,7.13,1540.0,887.0,72.39,330.95,0.7207,3.836,6976.0,60.63,145.57,2.085,118.22,289.6,215.3,1628.4,5512.0,979.0,1221.15,700.2,67.56,574.15,73.92,71.595,264.7,252.6,51.74,35.945,37.31,491.7,445.0,1490.0,2.442,213.475
2022-02-02,20.229,57.2,117.68,80.57,6.968,1567.8,868.5,70.51,331.7,0.7253,3.809,7040.0,61.35,142.9,2.0475,119.23,285.8,219.78,1612.0,5417.0,978.8,1232.0,684.6,67.68,575.7,74.26,69.995,261.0,249.12,52.4,35.81,37.05,491.5,442.5,1475.5,2.439,212.0
2022-02-03,19.67,55.7,115.23,78.94,6.854,1558.4,863.5,70.3,323.75,0.7252,3.753,6865.5,60.73,137.69,2.042,117.0,284.6,216.18,1614.8,5331.0,937.1,1221.0,667.8,67.44,569.0,72.82,70.89,250.79,239.9,51.0,35.65,36.445,487.9,437.6,1471.5,2.41,206.22500000000002
2022-02-04,19.75,56.18,116.34,79.76,6.869,1560.6,867.0,68.92,324.6,0.7398,3.825,7010.0,59.8,141.09,2.0655,120.82,283.25,216.76,1628.4,5268.0,945.0,1211.85,684.6,67.23,572.0,74.09,71.36,256.53,245.0,52.77,36.1,37.075,490.8,445.0,1515.0,2.41,206.25
2022-02-07,19.417,56.18,115.98,80.0,6.805,1559.0,871.0,69.6,321.25,0.7443,3.802,6988.0,60.14,141.59,2.0555,121.77,284.45,220.54,1602.0,5445.0,919.2,1207.6,688.2,68.34,569.8,72.62,71.08,257.61,245.58,52.81,36.015,37.185,492.0,442.8,1500.0,2.402,205.5
2022-02-08,20.013,57.18,118.78,81.55,6.915,1627.0,920.0,70.5,331.7,0.7551,3.8525,6957.5,63.25,142.05,2.0615,124.73,289.75,226.76,1628.2,5567.0,907.5,1205.0,698.8,67.62,570.05,74.03,76.02,269.8,255.68,52.41,36.68,37.355,499.1,448.1,1491.5,2.404,211.025
2022-02-09,20.52,59.2,122.32,81.51,6.935,1675.2,955.0,70.25,335.08,0.7739,3.935,6973.5,66.305,142.19,2.071,131.68,289.9,232.5,1659.0,5836.0,940.5,1221.65,706.0,70.62,579.0,74.53,79.99,279.09,265.21,53.37,36.54,37.445,506.5,456.4,1517.0,2.418,213.7
2022-02-10,20.269,59.76,122.8,85.14,6.88,1649.0,969.0,69.8,328.93,0.7574,3.7925,6984.5,64.6,140.06,2.0775,145.71,293.45,226.7,1632.0,5859.0,936.7,1230.2,700.0,68.0,569.4,73.9,83.005,275.2,261.0,53.15,36.42,37.805,498.5,449.5,1524.5,2.438,209.5
2022-02-11,19.348,58.3,117.88,83.89,6.719,1599.2,914.0,68.8,318.1,0.7268,3.635,6707.5,62.3,136.2,2.0275,138.5,284.8,221.46,1556.6,5747.0,930.0,1228.45,689.8,65.91,547.4,70.56,79.7,260.83,250.86,51.8,34.775,37.36,478.7,432.8,1459.0,2.409,202.5
2022-02-14,19.207,57.3,115.52,85.38,6.617,1619.0,957.0,67.74,321.85,0.7276,3.6315,6796.0,63.54,134.49,2.0485,140.82,280.8,228.02,1618.8,5950.0,903.0,1279.9,685.6,64.0,556.0,72.19,83.4,256.7,245.1,51.74,34.9,37.41,482.1,433.9,1490.5,2.363,201.425
2022-02-15,20.25,59.42,115.79,85.3,6.752,1651.0,975.0,67.15,333.6,0.7542,3.7905,6979.0,65.7,137.5,2.0415,155.56,287.3,233.04,1620.0,6114.0,942.5,1259.05,700.0,62.55,565.95,72.66,86.35,274.0,258.88,51.13,36.09,37.87,498.5,450.7,1529.0,2.38,209.42499999999998
2022-02-16,21.322,60.42,115.6,86.19,6.783,1669.0,998.0,68.52,336.5,0.7613,3.83,6970.0,65.1,141.89,2.0815,157.2,287.4,235.7,1621.4,6170.0,948.0,1291.05,709.8,62.2,571.55,72.92,89.0,277.78,262.49,52.03,35.695,37.825,503.9,455.1,1526.0,2.435,214.625
2022-02-17,20.19,58.08,109.77,85.5,6.732,1612.8,959.0,67.6,323.51,0.7503,3.6695,6733.0,62.305,137.49,2.026,148.0,283.45,227.52,1542.8,5953.0,907.5,1334.05,688.8,60.19,549.5,71.14,83.245,260.58,250.08,54.18,35.0,37.255,491.0,441.5,1495.5,2.38,205.92499999999998
2022-02-18,18.889,55.7,103.44,77.97,6.487,1636.0,927.0,66.1,309.48,0.7478,3.49,6456.5,61.485,133.16,2.028,140.55,272.85,226.9,1492.8,5850.0,880.5,1289.4,680.0,60.0,519.5,69.24,80.5,250.28,240.0,53.99,33.835,36.5,472.4,433.3,1470.0,2.354,196.45
2022-02-21,15.95,46.6,90.3,71.13,5.79,1494.2,816.0,60.77,257.3,0.655,2.952,5810.0,52.5,118.78,1.9265,122.0,239.75,200.98,1281.8,5536.0,704.9,1232.0,619.2,50.0,438.7,63.09,69.5,201.0,195.01,48.78,28.7,32.58,396.0,372.9,1369.0,2.15,160.60000000000002
2022-02-22,17.77,49.52,99.3,70.0,5.686,1604.8,850.5,58.61,283.51,0.7379,3.2735,6020.0,57.3,115.79,1.945,128.0,260.85,220.04,1354.0,5680.0,700.0,1301.4,620.0,50.01,431.3,67.94,75.7,208.53,204.3,48.93,29.85,35.005,441.6,399.6,1460.0,2.093,171.07500000000002
2022-02-24,12.65,35.7,77.01,50.0,5.077,1250.0,650.0,39.31,210.0,0.6186,2.043,4650.0,48.425,92.54,1.452,68.0,206.65,180.68,1001.4,5175.0,540.0,981.0,477.4,42.03,274.7,54.8,67.25,132.18,132.0,40.48,21.2,28.005,309.8,273.6,1054.5,1.589,100.5
2022-02-25,12.63,36.74,79.6,66.98,5.17,1315.0,641.0,45.37,228.0,0.6542,2.579,4915.0,47.675,95.51,1.707,83.3,217.5,177.5,1134.0,5015.0,495.0,1063.3,560.4,43.81,307.95,62.27,60.055,131.12,131.3,44.55,22.42,29.985,353.0,313.1,1287.5,1.649,100.55
2022-03-24,12.89,30.7,89.39,68.95833333333333,5.534,1280.0,658.0,55.928333333333335,258.51,0.6815,2.4,5525.0,47.61,100.75,1.834472222222222,113.3288888888889,205.6,183.0,1343.6,6350.0,505.0,1230.0,819.1777777777778,51.71944444444445,360.2,65.5,69.55,136.24,135.4,48.73111111111111,23.8,35.3,424.0,329.0,1209.5,1.9195555555555555,95.0
2022-03-25,12.603,25.1,89.98,67.77,5.397,1160.4,606.5,54.992222222222225,227.0,0.6795,2.2325,5206.0,43.8,96.57,1.8176666666666665,111.38166666666666,190.6,173.0,1400.0,6951.0,498.6,1220.0,839.9222222222222,50.59777777777778,365.1,63.99,66.59,131.5,131.0,48.445,23.3,35.82,427.0,318.5,1162.0,1.8761111111111113,87.50000000000001
2022-03-28,11.65,25.86,86.5,53.52,5.309,1053.8,600.0,38.34,218.6,0.6303,2.082,5118.0,42.23,93.5,1.533,76.28,184.8,163.5,1379.0,8345.0,507.0,1198.5,783.6,36.74,357.95,64.2,64.935,125.0,126.94,47.8,22.2,35.005,399.8,318.0,1104.0,1.365,84.25
2022-03-29,11.54,30.1,84.4,52.65,5.509,1013.8,590.5,39.6,208.0,0.62,1.989,4922.0,41.8,88.42,1.55,82.9,174.7,158.02,1470.0,8908.0,505.0,1098.25,1095.8,37.31,370.0,62.96,63.0,128.77,130.8,47.41,21.4,36.4,391.0,336.7,1039.5,1.37,82.5
2022-03-30,12.5,37.54,87.9,54.79,5.616,1058.0,679.0,43.19,216.0,0.6455,2.497,5140.0,43.0,92.0,1.69,93.2,233.0,167.0,1444.0,7950.0,532.0,1207.4,970.6,43.13,387.0,63.0,65.475,134.6,135.5,47.62,22.44,36.65,395.3,351.8,1080.0,1.464,85.775
2022-03-31,13.909,37.74,95.7,62.26,5.768,1100.0,782.0,52.91,242.48,0.7135,2.7255,5680.0,43.9,99.5,1.796,102.44,238.65,171.9,1450.0,8045.0,596.0,1272.7,996.0,54.37,437.5,66.6,68.0,143.69,145.9,47.9,24.7,36.75,411.8,356.3,1193.0,1.661,99.00000000000001
2022-04-01,13.89,38.8,94.02,64.39,5.83,1192.6,787.0,58.57,251.4,0.7665,2.88,5601.0,45.6,111.45,1.8165,103.0,235.0,173.2,1390.0,7400.0,672.1,1250.0,1002.2,52.36,450.0,66.01,69.5,154.5,159.0,47.99,26.5,36.5,407.2,368.1,1213.5,1.782,112.5
2022-04-04,14.105,40.9,94.7,67.98,5.844,1185.0,799.5,57.35,252.9,0.755,2.8625,5557.0,45.36,111.07,1.829,102.73,231.0,171.9,1389.2,7129.0,648.1,1295.05,1175.0,50.74,443.9,65.15,71.92,166.0,173.45,48.02,28.0,36.195,407.0,363.8,1219.0,1.798,125.5
2022-04-05,13.451,37.76,92.76,62.21,5.609,1093.0,781.0,54.0,243.5,0.75,2.705,5314.0,42.85,103.65,1.7635,97.44,218.0,162.5,1298.0,6881.0,589.0,1351.2,1187.0,48.98,419.0,62.83,72.02,154.1,159.99,46.51,26.19,35.3,395.0,353.9,1179.5,1.676,115.40000000000002
2022-04-06,13.493,37.18,93.5,61.11,5.598,1061.8,788.0,52.78,239.7,0.777,2.6385,5266.0,42.84,102.05,1.759,100.0,215.0,160.5,1264.0,7380.0,567.1,1345.0,1104.0,46.62,405.0,61.4,70.2,141.6,149.79,46.3,26.1,35.11,393.0,347.0,1180.0,1.634,109.75
2022-04-07,13.622,37.58,92.8,62.5,5.63,1066.0,779.0,51.95,245.0,0.78,2.675,5280.0,43.71,103.18,1.725,103.45,216.5,160.52,1263.0,7286.0,614.3,1397.5,1063.2,45.72,408.5,61.5,68.95,147.5,152.7,46.65,26.1,34.575,391.0,342.0,1154.0,1.627,114.04999999999998
2022-04-08,13.213,36.94,82.53,62.19,5.469,1067.8,761.5,51.03,241.07,0.78,2.6955,5226.5,42.88,102.29,1.7855,102.36,215.2,161.14,1200.6,6960.0,600.0,1363.6,1056.6,45.23,403.05,64.41,68.75,143.72,148.99,45.95,25.76,34.1,386.0,339.2,1145.0,1.613,111.80000000000001
2022-04-11,13.2,35.46,79.55,61.69,5.359,1018.0,758.5,52.01,234.55,0.7702,2.68,5190.0,41.9,100.77,1.77,110.99,211.75,157.2,1141.6,6927.0,605.0,1437.55,1025.0,45.2,414.0,62.99,67.63,138.69,143.58,50.2,25.66,34.4,382.8,340.2,1156.0,1.574,107.49999999999999
2022-04-12,13.044,34.06,78.46,64.2,5.287,1035.6,762.0,52.04,236.3,0.7915,2.687,5145.0,42.325,99.5,1.72,120.0,210.9,155.44,1116.2,6904.0,596.7,1439.25,955.0,44.71,412.1,62.28,69.52,135.38,139.5,52.29,25.56,33.955,383.6,342.5,1141.0,1.588,105.55
2022-04-13,13.2,33.86,79.95,62.03,5.24,1013.4,751.0,51.62,234.87,0.781,2.6725,5106.0,41.86,99.32,1.703,127.67,210.5,155.0,1101.4,7289.0,601.7,1405.1,995.0,44.01,406.05,62.15,68.63,135.5,139.99,51.28,26.19,34.28,385.0,343.1,1139.0,1.548,105.67500000000001
2022-04-14,12.534,32.74,77.31,61.8,5.099,975.6,723.5,50.02,222.11,0.7699,2.4955,4879.5,39.905,93.5,1.6415,120.1,205.8,150.2,1013.0,6760.0,590.0,1336.5,958.0,43.07,391.0,60.26,66.65,129.05,133.0,51.18,24.825,33.88,367.0,332.1,1116.0,1.469,99.67500000000001
2022-04-15,12.668,32.96,78.99,60.75,5.139,971.0,741.5,48.65,224.0,0.79,2.55,4893.0,39.8,93.65,1.6305,122.78,207.35,155.22,1056.0,6820.0,565.5,1390.0,944.0,42.46,390.5,60.25,66.75,130.88,132.9,51.56,24.62,33.545,361.0,327.9,1113.5,1.482,100.625
2022-04-18,12.1,31.32,76.01,57.57,5.114,973.6,717.0,48.86,216.99,0.7807,2.45,4549.0,39.58,90.85,1.615,119.55,203.8,148.0,1047.8,6975.0,546.5,1370.0,947.4,41.06,384.85,59.24,64.605,123.85,128.55,51.22,23.91,32.93,352.9,319.2,1092.0,1.457,95.125
2022-04-19,12.143,30.52,76.71,55.63,4.962,1003.4,695.5,46.32,220.72,0.7928,2.4145,4485.0,39.8,89.1,1.7375,117.61,201.8,149.16,1011.0,6949.0,535.0,1365.0,925.2,40.77,385.0,57.85,63.2,120.3,125.5,51.19,22.99,32.06,340.7,308.1,1070.0,1.427,93.475
2022-04-20,12.4,32.5,79.0,56.17,4.92,1045.0,691.5,45.2,218.92,0.7921,2.48,4310.0,40.5,92.49,1.678,118.6,196.95,156.5,1001.2,7093.0,540.0,1384.8,910.0,41.0,391.0,58.11,63.2,121.5,125.05,50.26,23.2,32.61,355.0,315.1,1070.5,1.417,96.475
2022-04-21,12.55,31.12,79.99,55.58,4.849,1045.0,700.5,45.12,210.29,0.783,2.4345,3974.0,41.705,90.52,1.6365,120.33,192.4,155.0,998.8,7103.0,554.8,1364.2,858.4,40.51,388.0,58.3,64.605,118.65,123.12,49.5,23.0,32.805,350.0,308.6,1066.0,1.396,94.9
2022-04-22,12.3,30.62,80.11,55.8,4.763,1061.8,688.0,44.23,208.0,0.7747,2.43,3828.0,42.0,90.05,1.652,125.42,188.05,155.86,970.2,7000.0,550.0,1340.0,898.8,40.33,397.35,57.9,64.895,116.97,123.27,50.0,22.69,32.575,359.7,310.4,1081.5,1.389,94.05
2022-04-25,12.179,29.02,79.64,53.44,4.634,1055.0,651.0,42.31,206.35,0.7815,2.375,3931.0,41.5,88.0,1.687,122.25,185.0,152.78,967.2,6859.0,550.1,1278.9,860.0,39.6,388.5,57.21,62.36,111.9,118.51,48.52,21.89,32.0,355.0,319.2,1075.5,1.354,90.775
2022-04-26,12.598,30.18,82.28,55.65,5.099,1069.8,702.5,43.56,225.85,0.79,2.46,4292.0,42.475,90.8,1.704,126.0,196.35,157.98,1049.0,7000.0,560.0,1300.5,881.8,40.26,391.0,58.3,66.18,122.36,125.45,49.52,23.225,32.41,375.0,346.3,1110.5,1.4,95.625
2022-04-27,12.587,32.4,82.55,57.4,5.48,1080.0,724.0,44.7,237.15,0.787,2.51,4550.0,43.53,93.25,1.71,133.79,207.6,158.16,1092.0,7038.0,562.0,1313.0,917.0,40.99,397.95,60.13,69.365,131.11,134.0,49.86,23.785,33.7,373.3,343.9,1132.5,1.49,99.5
2022-04-28,12.5,30.8,79.18,58.65,5.392,1059.8,709.0,44.5,237.53,0.797,2.612,4381.0,43.65,92.48,1.714,135.5,205.0,157.24,1065.0,7110.0,549.6,1326.2,912.6,41.0,400.0,59.02,67.165,123.85,126.5,47.6,23.355,33.12,362.2,343.4,1112.0,1.44,95.57499999999999
2022-04-29,12.909,31.14,80.33,57.3,5.577,1095.0,715.0,44.75,240.4,0.8026,2.6995,4699.5,44.93,94.79,1.72,133.0,209.05,158.6,1076.0,7107.0,560.1,1363.0,917.0,41.48,409.0,60.39,67.5,128.8,130.4,49.02,23.69,33.275,386.2,357.0,1133.0,1.437,100.475
2022-05-04,12.6,31.2,77.3,55.98,5.47,1081.0,685.0,43.8,234.16,0.8,2.7005,4552.0,44.005,90.89,1.74,128.01,208.7,155.0,1007.0,7043.0,538.0,1349.8,926.0,39.82,396.2,58.98,65.265,123.2,124.8,48.34,23.055,32.27,369.4,344.6,1117.5,1.417,97.94999999999999
2022-05-05,12.84,30.7,77.52,57.5,5.504,1102.0,685.0,42.71,238.6,0.8,2.79,4675.0,44.585,91.21,1.726,133.04,214.1,157.94,1009.2,7168.0,536.5,1361.5,935.8,40.39,397.0,59.24,66.35,124.8,125.47,48.9,23.3,32.085,370.3,343.8,1115.5,1.417,98.975
2022-05-06,12.9,30.1,77.26,57.4,5.461,1108.0,674.0,41.28,240.1,0.8,2.754,4635.5,43.905,90.27,1.716,129.36,211.0,162.0,989.0,7421.0,531.0,1348.5,926.0,40.34,392.3,59.02,65.3,123.1,124.2,50.19,23.92,31.995,381.9,338.2,1112.0,1.387,97.4
2022-05-11,12.65,29.92,78.15,58.28,5.499,1125.0,645.0,41.3,241.99,0.8,2.778,4600.0,44.4,89.65,1.7265,131.7,209.45,159.38,989.6,7933.0,528.0,1310.0,950.0,40.03,391.55,58.89,65.26,123.34,121.11,49.81,23.56,32.13,378.2,345.0,1101.0,1.397,96.52499999999999
2022-05-12,12.106,29.32,75.83,58.41,5.46,1092.6,630.5,40.47,230.56,0.801,2.723,4362.5,42.7,87.97,1.7215,127.34,200.1,156.0,956.0,7655.0,530.8,1275.7,965.6,39.18,375.0,58.2,63.21,119.15,116.6,48.9,22.55,31.0,364.1,330.0,1086.0,1.415,92.77499999999999
2022-05-13,12.22,29.26,74.42,59.66,5.526,1082.2,626.0,40.39,235.52,0.8,2.7595,4380.0,42.69,88.3,1.7745,128.5,200.85,155.1,971.0,7740.0,534.3,1227.0,949.0,41.18,374.95,57.8,62.975,120.2,116.7,48.77,22.13,30.28,362.0,334.8,1083.0,1.396,93.25
2022-05-16,12.294,29.52,75.0,60.26,5.646,1105.4,630.0,40.99,244.2,0.8008,2.769,4523.5,43.535,89.06,1.791,134.9,210.0,160.0,996.6,7990.0,538.4,1233.5,960.0,40.66,378.8,58.1,63.05,123.41,119.84,48.8,22.5,32.0,373.7,340.8,1092.0,1.399,94.9
2022-05-17,12.346,30.36,75.0,63.26,5.758,1114.0,650.0,42.0,258.8,0.8,2.785,4500.0,44.7,91.07,1.786,139.58,217.5,159.0,1009.0,7881.0,558.1,1238.0,963.6,40.5,394.7,58.77,64.3,127.75,123.8,49.21,23.0,34.5,392.5,355.0,1097.0,1.4,96.65
2022-05-18,13.371,30.06,77.3,64.13,5.825,1144.0,665.0,42.02,264.84,0.8,2.77,4483.5,45.75,91.07,1.77,136.0,243.0,160.3,1002.0,7931.0,598.9,1235.1,955.0,40.34,404.0,59.35,64.02,125.12,122.33,49.01,23.4,33.3,407.2,365.0,1112.5,1.398,95.99999999999999
2022-05-19,13.35,29.56,77.28,65.56,5.762,1150.6,655.0,43.75,266.68,0.7945,2.845,4415.5,45.005,90.14,1.75,135.88,243.15,161.62,1010.8,7930.0,572.2,1235.0,951.0,40.72,399.6,59.01,63.125,125.6,122.81,48.91,23.695,34.99,404.0,364.0,1115.0,1.379,95.85
2022-05-20,12.76,29.32,74.0,63.0,5.596,1111.6,643.5,43.23,263.0,0.778,2.881,4279.0,43.345,89.6,1.721,131.84,238.5,155.94,990.8,7450.0,545.2,1200.0,920.0,39.0,384.25,58.16,60.985,122.2,119.94,48.73,23.0,34.245,401.5,366.8,1137.5,1.36,94.375
2022-05-23,12.412,28.4,70.6,64.21,5.493,1051.0,611.5,41.2,263.0,0.7464,2.825,4050.0,40.875,88.5,1.708,125.83,236.0,151.36,962.8,7199.0,540.0,1162.45,912.2,38.2,367.05,57.23,57.81,119.46,117.05,47.91,22.095,33.86,372.9,338.1,1104.0,1.289,92.85
2022-05-24,12.6,28.6,69.2,62.89,5.431,1004.0,608.5,40.41,265.8,0.7472,2.8585,3942.0,38.37,88.7,1.72,125.61,243.4,147.0,943.0,7074.0,533.1,1146.1,908.0,40.3,359.2,57.66,58.395,123.6,118.74,47.02,22.3,34.1,359.0,334.5,1096.5,1.228,93.52499999999999
2022-05-25,12.86,28.5,70.34,62.67,5.509,1046.0,604.5,40.68,271.4,0.75,2.867,4148.0,39.2,88.93,1.722,126.68,248.0,150.5,942.0,7221.0,540.4,1165.0,913.0,39.13,378.0,57.83,59.515,124.15,115.99,47.98,22.49,35.075,375.0,345.8,1115.0,1.229,94.05
2022-05-26,13.0,29.4,71.83,63.29,5.576,1042.0,625.0,40.95,295.89,0.7916,2.9435,4263.0,38.915,90.25,1.7375,128.29,245.75,150.78,977.4,7370.0,563.0,1166.6,904.0,39.26,391.7,58.01,59.6,123.0,113.75,47.86,23.22,35.47,385.0,354.4,1134.5,1.22,94.0
2022-05-27,12.761,28.54,73.87,65.03,5.557,1035.0,636.5,40.47,294.5,0.7969,3.16,4290.0,38.745,90.65,1.845,129.14,246.9,149.86,960.2,7292.0,561.1,1144.0,905.6,38.93,401.5,58.39,61.055,121.22,111.58,48.07,23.02,35.47,391.0,362.5,1144.5,1.241,92.99999999999999
2022-05-30,12.75,28.58,73.5,64.71,5.599,1004.8,632.5,39.31,300.8,0.7995,3.2565,4220.0,36.95,89.21,1.853,132.33,255.0,145.52,944.6,7134.0,553.3,1180.0,900.6,38.9,385.1,58.86,62.8,120.67,111.84,48.03,23.005,35.6,391.0,362.9,1156.0,1.25,91.5
2022-05-31,12.959,28.0,73.8,64.69,5.569,974.8,614.5,39.0,293.75,0.802,3.16,4061.5,35.71,88.0,1.8935,129.83,254.95,144.3,910.0,7125.0,542.9,1162.4,888.0,38.27,377.0,57.9,59.15,118.3,111.61,48.01,22.265,35.355,392.0,353.2,1138.5,1.23,91.55
2022-06-01,13.19,27.94,74.82,64.5,5.602,962.8,613.0,39.1,297.69,0.8223,3.17,4074.0,35.55,87.5,1.88,132.7,257.05,142.2,902.0,7220.0,558.0,1156.7,890.4,39.11,375.95,58.63,57.99,121.97,113.19,47.98,22.2,35.59,398.0,356.4,1195.5,1.259,92.47500000000001
